"Jahr","Stadtquartier (historisch) (Code)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Kontinet BfS","Kontinent BfS (Sort)","Region BfS","Region BfS (Sort)","Land Heimat aktuell (Code)","Land Heimat aktuell (Name)","Land Heimat aktuell (Sort)","Land Heimat historisch (Code)","Land Heimat historisch (Name)","Land Heimat historisch (Sort)","wirtschaftliche Bevölkerung"
"2012","011","11","Rathaus","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","1"
"2012","011","11","Rathaus","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","1"
"2012","011","11","Rathaus","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","1"
"2012","011","11","Rathaus","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","2"
"2012","011","11","Rathaus","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","1"
"2012","011","11","Rathaus","Afrika","2","Südostafrika","27","8333","Mauritius","90","8333","Mauritius","97","1"
"2012","011","11","Rathaus","Afrika","2","Westafrika","24","8311","Gabun","69","8311","Gabun","76","1"
"2012","011","11","Rathaus","Afrika","2","Westafrika","24","8317","Kamerun","74","8317","Kamerun","81","1"
"2012","011","11","Rathaus","Afrika","2","Zentralafrika","23","8323","Dem. Republik Kongo","80","8323","Dem. Republik Kongo","87","1"
"2012","011","11","Rathaus","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","1"
"2012","011","11","Rathaus","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","1"
"2012","011","11","Rathaus","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","10"
"2012","011","11","Rathaus","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","1"
"2012","011","11","Rathaus","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","11"
"2012","011","11","Rathaus","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","68"
"2012","011","11","Rathaus","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","3"
"2012","011","11","Rathaus","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","2"
"2012","011","11","Rathaus","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","1"
"2012","011","11","Rathaus","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","1"
"2012","011","11","Rathaus","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","4"
"2012","011","11","Rathaus","Amerika","3","Zentralamerika","33","8429","Nicaragua","153","8429","Nicaragua","160","1"
"2012","011","11","Rathaus","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","4"
"2012","011","11","Rathaus","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","5"
"2012","011","11","Rathaus","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","1"
"2012","011","11","Rathaus","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","1"
"2012","011","11","Rathaus","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","2"
"2012","011","11","Rathaus","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","4"
"2012","011","11","Rathaus","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","2"
"2012","011","11","Rathaus","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","4"
"2012","011","11","Rathaus","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","2"
"2012","011","11","Rathaus","Asien","4","Südostasien","47","8522","Laos","201","8522","Laos","209","1"
"2012","011","11","Rathaus","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","1"
"2012","011","11","Rathaus","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","2"
"2012","011","11","Rathaus","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","12"
"2012","011","11","Rathaus","Asien","4","Südwestasien","45","8561","Aserbaidschan","225","8561","Aserbaidschan","236","1"
"2012","011","11","Rathaus","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","2"
"2012","011","11","Rathaus","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","1"
"2012","011","11","Rathaus","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","6"
"2012","011","11","Rathaus","Asien","4","Westasien","44","8517","Jordanien","196","8517","Jordanien","204","1"
"2012","011","11","Rathaus","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","3"
"2012","011","11","Rathaus","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","10"
"2012","011","11","Rathaus","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","5"
"2012","011","11","Rathaus","Europa","1","Nordeuropa","11","8217","Island","16","8217","Island","18","1"
"2012","011","11","Rathaus","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","5"
"2012","011","11","Rathaus","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","18"
"2012","011","11","Rathaus","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","2"
"2012","011","11","Rathaus","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","1"
"2012","011","11","Rathaus","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","3"
"2012","011","11","Rathaus","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","11"
"2012","011","11","Rathaus","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","19"
"2012","011","11","Rathaus","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","12"
"2012","011","11","Rathaus","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","79"
"2012","011","11","Rathaus","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","8"
"2012","011","11","Rathaus","Europa","1","Südeuropa","16","8242","Zypern","40","8242","Zypern","43","1"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","4"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","17"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","1"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","1"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","1"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","3"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8256","Kosovo","52","1"
"2012","011","11","Rathaus","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8259","Serbien und Montenegro","54","2"
"2012","011","11","Rathaus","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","20"
"2012","011","11","Rathaus","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","45"
"2012","011","11","Rathaus","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","8"
"2012","011","11","Rathaus","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","41"
"2012","011","11","Rathaus","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","50"
"2012","011","11","Rathaus","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","7"
"2012","011","11","Rathaus","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","3"
"2012","011","11","Rathaus","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","27"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","2252"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","246"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","2"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","48"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","4"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","8"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","8"
"2012","011","11","Rathaus","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","3"
"2012","011","11","Rathaus","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","13"
"2012","011","11","Rathaus","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","5"
"2012","012","12","Hochschulen","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","1"
"2012","012","12","Hochschulen","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","1"
"2012","012","12","Hochschulen","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","1"
"2012","012","12","Hochschulen","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","4"
"2012","012","12","Hochschulen","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","1"
"2012","012","12","Hochschulen","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","1"
"2012","012","12","Hochschulen","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","12"
"2012","012","12","Hochschulen","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","1"
"2012","012","12","Hochschulen","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","1"
"2012","012","12","Hochschulen","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","1"
"2012","012","12","Hochschulen","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","2"
"2012","012","12","Hochschulen","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","2"
"2012","012","12","Hochschulen","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","1"
"2012","012","12","Hochschulen","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","1"
"2012","012","12","Hochschulen","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","1"
"2012","012","12","Hochschulen","Asien","4","Südwestasien","45","8560","Armenien","224","8560","Armenien","235","2"
"2012","012","12","Hochschulen","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","1"
"2012","012","12","Hochschulen","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","1"
"2012","012","12","Hochschulen","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","5"
"2012","012","12","Hochschulen","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","1"
"2012","012","12","Hochschulen","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","5"
"2012","012","12","Hochschulen","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","1"
"2012","012","12","Hochschulen","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","3"
"2012","012","12","Hochschulen","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","1"
"2012","012","12","Hochschulen","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","14"
"2012","012","12","Hochschulen","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","8"
"2012","012","12","Hochschulen","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","3"
"2012","012","12","Hochschulen","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","1"
"2012","012","12","Hochschulen","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","1"
"2012","012","12","Hochschulen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","2"
"2012","012","12","Hochschulen","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","7"
"2012","012","12","Hochschulen","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","4"
"2012","012","12","Hochschulen","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","1"
"2012","012","12","Hochschulen","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","5"
"2012","012","12","Hochschulen","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","8"
"2012","012","12","Hochschulen","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","2"
"2012","012","12","Hochschulen","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","3"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","466"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","67"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","1"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","22"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","4"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","1"
"2012","012","12","Hochschulen","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","2"
"2012","013","13","Lindenhof","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","0"
"2012","013","13","Lindenhof","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","1"
"2012","013","13","Lindenhof","Afrika","2","Nordafrika","21","8350","Sudan","106","8350","Sudan","113","1"
"2012","013","13","Lindenhof","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","0"
"2012","013","13","Lindenhof","Afrika","2","Westafrika","24","8322","Kongo","79","8322","Kongo","86","0"
"2012","013","13","Lindenhof","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","0"
"2012","013","13","Lindenhof","Afrika","2","Zentralafrika","23","8358","Uganda","113","8358","Uganda","120","1"
"2012","013","13","Lindenhof","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","0"
"2012","013","13","Lindenhof","Amerika","3","Karibik","32","8421","Jamaika","147","8421","Jamaika","154","0"
"2012","013","13","Lindenhof","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","0"
"2012","013","13","Lindenhof","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","2"
"2012","013","13","Lindenhof","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","1"
"2012","013","13","Lindenhof","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","2"
"2012","013","13","Lindenhof","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","12"
"2012","013","13","Lindenhof","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","0"
"2012","013","13","Lindenhof","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","0"
"2012","013","13","Lindenhof","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","2"
"2012","013","13","Lindenhof","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","2"
"2012","013","13","Lindenhof","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8543","Tibet","229","0"
"2012","013","13","Lindenhof","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","9"
"2012","013","13","Lindenhof","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","1"
"2012","013","13","Lindenhof","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","1"
"2012","013","13","Lindenhof","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","0"
"2012","013","13","Lindenhof","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","2"
"2012","013","13","Lindenhof","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","0"
"2012","013","13","Lindenhof","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","6"
"2012","013","13","Lindenhof","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","0"
"2012","013","13","Lindenhof","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","8"
"2012","013","13","Lindenhof","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","2"
"2012","013","13","Lindenhof","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","4"
"2012","013","13","Lindenhof","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","1"
"2012","013","13","Lindenhof","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","1"
"2012","013","13","Lindenhof","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","5"
"2012","013","13","Lindenhof","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","5"
"2012","013","13","Lindenhof","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","0"
"2012","013","13","Lindenhof","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","19"
"2012","013","13","Lindenhof","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","2"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","2"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","1"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","1"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","0"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","2"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","1"
"2012","013","13","Lindenhof","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8259","Serbien und Montenegro","54","1"
"2012","013","13","Lindenhof","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","5"
"2012","013","13","Lindenhof","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","6"
"2012","013","13","Lindenhof","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","18"
"2012","013","13","Lindenhof","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","22"
"2012","013","13","Lindenhof","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","2"
"2012","013","13","Lindenhof","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","2"
"2012","013","13","Lindenhof","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","5"
"2012","013","13","Lindenhof","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","688"
"2012","013","13","Lindenhof","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","70"
"2012","013","13","Lindenhof","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","1"
"2012","013","13","Lindenhof","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","12"
"2012","013","13","Lindenhof","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","1"
"2012","013","13","Lindenhof","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","2"
"2012","013","13","Lindenhof","Ozeanien","5","Mittleres Ozeanien","53","8602","Fidschi Inseln","234","8602","Fidschi Inseln","245","0"
"2012","013","13","Lindenhof","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","2"
"2012","013","13","Lindenhof","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8995","Unbekannt","288","1"
"2012","014","14","City","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","1"
"2012","014","14","City","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","1"
"2012","014","14","City","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","1"
"2012","014","14","City","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","1"
"2012","014","14","City","Afrika","2","Südafrika","26","8340","Zimbabwe","96","8340","Zimbabwe","103","0"
"2012","014","14","City","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","0"
"2012","014","14","City","Afrika","2","Westafrika","24","8322","Kongo","79","8322","Kongo","86","1"
"2012","014","14","City","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","2"
"2012","014","14","City","Amerika","3","Karibik","32","8436","Trinidad und Tobago","160","8436","Trinidad und Tobago","167","1"
"2012","014","14","City","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","6"
"2012","014","14","City","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","1"
"2012","014","14","City","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","9"
"2012","014","14","City","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","0"
"2012","014","14","City","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","1"
"2012","014","14","City","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","6"
"2012","014","14","City","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","2"
"2012","014","14","City","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","5"
"2012","014","14","City","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","3"
"2012","014","14","City","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","1"
"2012","014","14","City","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","0"
"2012","014","14","City","Asien","4","Südwestasien","45","8560","Armenien","224","8560","Armenien","235","1"
"2012","014","14","City","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","1"
"2012","014","14","City","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","2"
"2012","014","14","City","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","2"
"2012","014","14","City","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","1"
"2012","014","14","City","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","2"
"2012","014","14","City","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","1"
"2012","014","14","City","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","1"
"2012","014","14","City","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","2"
"2012","014","14","City","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","26"
"2012","014","14","City","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","3"
"2012","014","14","City","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","4"
"2012","014","14","City","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","8"
"2012","014","14","City","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","1"
"2012","014","14","City","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","0"
"2012","014","14","City","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","5"
"2012","014","14","City","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8256","Kosovo","52","4"
"2012","014","14","City","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8259","Serbien und Montenegro","54","4"
"2012","014","14","City","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","8"
"2012","014","14","City","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","8"
"2012","014","14","City","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","14"
"2012","014","14","City","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","19"
"2012","014","14","City","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","2"
"2012","014","14","City","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","2"
"2012","014","14","City","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","548"
"2012","014","14","City","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","64"
"2012","014","14","City","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","17"
"2012","014","14","City","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","2"
"2012","014","14","City","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","0"
"2012","014","14","City","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","2"
"2012","014","14","City","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","2"
"2012","014","14","City","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8995","Unbekannt","288","1"
"2012","021","21","Wollishofen","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","6"
"2012","021","21","Wollishofen","Afrika","2","Nordafrika","21","8326","Libyen","83","8326","Libyen","90","1"
"2012","021","21","Wollishofen","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","13"
"2012","021","21","Wollishofen","Afrika","2","Nordafrika","21","8350","Sudan","106","8350","Sudan","113","2"
"2012","021","21","Wollishofen","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","7"
"2012","021","21","Wollishofen","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","4"
"2012","021","21","Wollishofen","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","7"
"2012","021","21","Wollishofen","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","2"
"2012","021","21","Wollishofen","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","49"
"2012","021","21","Wollishofen","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","68"
"2012","021","21","Wollishofen","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","11"
"2012","021","21","Wollishofen","Afrika","2","Südostafrika","27","8333","Mauritius","90","8333","Mauritius","97","1"
"2012","021","21","Wollishofen","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","3"
"2012","021","21","Wollishofen","Afrika","2","Westafrika","24","8310","Côte d'Ivoire","68","8310","Côte d'Ivoire","75","6"
"2012","021","21","Wollishofen","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","1"
