"Jahr","Stadtquartier (historisch) (Code)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Altersjahr","5-Jahres-Altersgruppe","5-Jahres-Altersgruppe (Sort)","wirtschaftliche Bevölkerung"
"2012","011","11","Rathaus","0","0-4","1","22"
"2012","011","11","Rathaus","1","0-4","1","21"
"2012","011","11","Rathaus","2","0-4","1","14"
"2012","011","11","Rathaus","3","0-4","1","18"
"2012","011","11","Rathaus","4","0-4","1","14"
"2012","011","11","Rathaus","5","5-9","2","15"
"2012","011","11","Rathaus","6","5-9","2","12"
"2012","011","11","Rathaus","7","5-9","2","7"
"2012","011","11","Rathaus","8","5-9","2","12"
"2012","011","11","Rathaus","9","5-9","2","10"
"2012","011","11","Rathaus","10","10-14","3","9"
"2012","011","11","Rathaus","11","10-14","3","10"
"2012","011","11","Rathaus","12","10-14","3","13"
"2012","011","11","Rathaus","13","10-14","3","10"
"2012","011","11","Rathaus","14","10-14","3","8"
"2012","011","11","Rathaus","15","15-19","4","9"
"2012","011","11","Rathaus","16","15-19","4","18"
"2012","011","11","Rathaus","17","15-19","4","8"
"2012","011","11","Rathaus","18","15-19","4","14"
"2012","011","11","Rathaus","19","15-19","4","21"
"2012","011","11","Rathaus","20","20-24","5","26"
"2012","011","11","Rathaus","21","20-24","5","41"
"2012","011","11","Rathaus","22","20-24","5","45"
"2012","011","11","Rathaus","23","20-24","5","46"
"2012","011","11","Rathaus","24","20-24","5","66"
"2012","011","11","Rathaus","25","25-29","6","71"
"2012","011","11","Rathaus","26","25-29","6","83"
"2012","011","11","Rathaus","27","25-29","6","80"
"2012","011","11","Rathaus","28","25-29","6","87"
"2012","011","11","Rathaus","29","25-29","6","73"
"2012","011","11","Rathaus","30","30-34","7","55"
"2012","011","11","Rathaus","31","30-34","7","82"
"2012","011","11","Rathaus","32","30-34","7","96"
"2012","011","11","Rathaus","33","30-34","7","75"
"2012","011","11","Rathaus","34","30-34","7","63"
"2012","011","11","Rathaus","35","35-39","8","57"
"2012","011","11","Rathaus","36","35-39","8","57"
"2012","011","11","Rathaus","37","35-39","8","67"
"2012","011","11","Rathaus","38","35-39","8","61"
"2012","011","11","Rathaus","39","35-39","8","55"
"2012","011","11","Rathaus","40","40-44","9","48"
"2012","011","11","Rathaus","41","40-44","9","40"
"2012","011","11","Rathaus","42","40-44","9","57"
"2012","011","11","Rathaus","43","40-44","9","40"
"2012","011","11","Rathaus","44","40-44","9","60"
"2012","011","11","Rathaus","45","45-49","10","36"
"2012","011","11","Rathaus","46","45-49","10","43"
"2012","011","11","Rathaus","47","45-49","10","48"
"2012","011","11","Rathaus","48","45-49","10","47"
"2012","011","11","Rathaus","49","45-49","10","43"
"2012","011","11","Rathaus","50","50-54","11","49"
"2012","011","11","Rathaus","51","50-54","11","45"
"2012","011","11","Rathaus","52","50-54","11","44"
"2012","011","11","Rathaus","53","50-54","11","46"
"2012","011","11","Rathaus","54","50-54","11","48"
"2012","011","11","Rathaus","55","55-59","12","37"
"2012","011","11","Rathaus","56","55-59","12","33"
"2012","011","11","Rathaus","57","55-59","12","42"
"2012","011","11","Rathaus","58","55-59","12","32"
"2012","011","11","Rathaus","59","55-59","12","44"
"2012","011","11","Rathaus","60","60-64","13","46"
"2012","011","11","Rathaus","61","60-64","13","51"
"2012","011","11","Rathaus","62","60-64","13","38"
"2012","011","11","Rathaus","63","60-64","13","32"
"2012","011","11","Rathaus","64","60-64","13","46"
"2012","011","11","Rathaus","65","65-69","14","48"
"2012","011","11","Rathaus","66","65-69","14","43"
"2012","011","11","Rathaus","67","65-69","14","50"
"2012","011","11","Rathaus","68","65-69","14","44"
"2012","011","11","Rathaus","69","65-69","14","30"
"2012","011","11","Rathaus","70","70-74","15","36"
"2012","011","11","Rathaus","71","70-74","15","30"
"2012","011","11","Rathaus","72","70-74","15","18"
"2012","011","11","Rathaus","73","70-74","15","21"
"2012","011","11","Rathaus","74","70-74","15","22"
"2012","011","11","Rathaus","75","75-79","16","16"
"2012","011","11","Rathaus","76","75-79","16","18"
"2012","011","11","Rathaus","77","75-79","16","17"
"2012","011","11","Rathaus","78","75-79","16","13"
"2012","011","11","Rathaus","79","75-79","16","16"
"2012","011","11","Rathaus","80","80-84","17","11"
"2012","011","11","Rathaus","81","80-84","17","15"
"2012","011","11","Rathaus","82","80-84","17","4"
"2012","011","11","Rathaus","83","80-84","17","12"
"2012","011","11","Rathaus","84","80-84","17","12"
"2012","011","11","Rathaus","85","85-89","18","7"
"2012","011","11","Rathaus","86","85-89","18","11"
"2012","011","11","Rathaus","87","85-89","18","8"
"2012","011","11","Rathaus","88","85-89","18","4"
"2012","011","11","Rathaus","89","85-89","18","1"
"2012","011","11","Rathaus","90","90-94","19","6"
"2012","011","11","Rathaus","91","90-94","19","1"
"2012","011","11","Rathaus","92","90-94","19","1"
"2012","011","11","Rathaus","94","90-94","19","2"
"2012","011","11","Rathaus","95","95-99","20","1"
"2012","012","12","Hochschulen","1","0-4","1","5"
"2012","012","12","Hochschulen","2","0-4","1","6"
"2012","012","12","Hochschulen","3","0-4","1","1"
"2012","012","12","Hochschulen","4","0-4","1","5"
"2012","012","12","Hochschulen","5","5-9","2","2"
"2012","012","12","Hochschulen","6","5-9","2","3"
"2012","012","12","Hochschulen","7","5-9","2","2"
"2012","012","12","Hochschulen","8","5-9","2","2"
"2012","012","12","Hochschulen","9","5-9","2","1"
"2012","012","12","Hochschulen","11","10-14","3","1"
"2012","012","12","Hochschulen","12","10-14","3","2"
"2012","012","12","Hochschulen","13","10-14","3","1"
"2012","012","12","Hochschulen","14","10-14","3","5"
"2012","012","12","Hochschulen","15","15-19","4","1"
"2012","012","12","Hochschulen","16","15-19","4","5"
"2012","012","12","Hochschulen","17","15-19","4","1"
"2012","012","12","Hochschulen","18","15-19","4","5"
"2012","012","12","Hochschulen","19","15-19","4","13"
"2012","012","12","Hochschulen","20","20-24","5","18"
"2012","012","12","Hochschulen","21","20-24","5","19"
"2012","012","12","Hochschulen","22","20-24","5","32"
"2012","012","12","Hochschulen","23","20-24","5","22"
"2012","012","12","Hochschulen","24","20-24","5","17"
"2012","012","12","Hochschulen","25","25-29","6","32"
"2012","012","12","Hochschulen","26","25-29","6","19"
"2012","012","12","Hochschulen","27","25-29","6","9"
"2012","012","12","Hochschulen","28","25-29","6","12"
"2012","012","12","Hochschulen","29","25-29","6","13"
"2012","012","12","Hochschulen","30","30-34","7","7"
"2012","012","12","Hochschulen","31","30-34","7","10"
"2012","012","12","Hochschulen","32","30-34","7","7"
"2012","012","12","Hochschulen","33","30-34","7","9"
"2012","012","12","Hochschulen","34","30-34","7","7"
"2012","012","12","Hochschulen","35","35-39","8","11"
"2012","012","12","Hochschulen","36","35-39","8","7"
"2012","012","12","Hochschulen","37","35-39","8","11"
"2012","012","12","Hochschulen","38","35-39","8","5"
"2012","012","12","Hochschulen","39","35-39","8","8"
"2012","012","12","Hochschulen","40","40-44","9","10"
"2012","012","12","Hochschulen","41","40-44","9","10"
"2012","012","12","Hochschulen","42","40-44","9","3"
"2012","012","12","Hochschulen","43","40-44","9","6"
"2012","012","12","Hochschulen","44","40-44","9","5"
"2012","012","12","Hochschulen","45","45-49","10","9"
"2012","012","12","Hochschulen","46","45-49","10","7"
"2012","012","12","Hochschulen","47","45-49","10","12"
"2012","012","12","Hochschulen","48","45-49","10","12"
"2012","012","12","Hochschulen","49","45-49","10","12"
"2012","012","12","Hochschulen","50","50-54","11","8"
"2012","012","12","Hochschulen","51","50-54","11","8"
"2012","012","12","Hochschulen","52","50-54","11","9"
"2012","012","12","Hochschulen","53","50-54","11","6"
"2012","012","12","Hochschulen","54","50-54","11","5"
"2012","012","12","Hochschulen","55","55-59","12","6"
"2012","012","12","Hochschulen","56","55-59","12","6"
"2012","012","12","Hochschulen","57","55-59","12","7"
"2012","012","12","Hochschulen","58","55-59","12","1"
"2012","012","12","Hochschulen","59","55-59","12","9"
"2012","012","12","Hochschulen","60","60-64","13","7"
"2012","012","12","Hochschulen","61","60-64","13","4"
"2012","012","12","Hochschulen","62","60-64","13","4"
"2012","012","12","Hochschulen","63","60-64","13","7"
"2012","012","12","Hochschulen","64","60-64","13","12"
"2012","012","12","Hochschulen","65","65-69","14","4"
"2012","012","12","Hochschulen","66","65-69","14","5"
"2012","012","12","Hochschulen","67","65-69","14","5"
"2012","012","12","Hochschulen","68","65-69","14","3"
"2012","012","12","Hochschulen","69","65-69","14","3"
"2012","012","12","Hochschulen","70","70-74","15","4"
"2012","012","12","Hochschulen","71","70-74","15","2"
"2012","012","12","Hochschulen","72","70-74","15","2"
"2012","012","12","Hochschulen","73","70-74","15","2"
"2012","012","12","Hochschulen","74","70-74","15","2"
"2012","012","12","Hochschulen","75","75-79","16","4"
"2012","012","12","Hochschulen","76","75-79","16","1"
"2012","012","12","Hochschulen","77","75-79","16","5"
"2012","012","12","Hochschulen","78","75-79","16","3"
"2012","012","12","Hochschulen","79","75-79","16","3"
"2012","012","12","Hochschulen","80","80-84","17","3"
"2012","012","12","Hochschulen","81","80-84","17","5"
"2012","012","12","Hochschulen","82","80-84","17","8"
"2012","012","12","Hochschulen","83","80-84","17","8"
"2012","012","12","Hochschulen","84","80-84","17","7"
"2012","012","12","Hochschulen","85","85-89","18","10"
"2012","012","12","Hochschulen","86","85-89","18","11"
"2012","012","12","Hochschulen","87","85-89","18","6"
"2012","012","12","Hochschulen","88","85-89","18","7"
"2012","012","12","Hochschulen","89","85-89","18","1"
"2012","012","12","Hochschulen","90","90-94","19","6"
"2012","012","12","Hochschulen","91","90-94","19","5"
"2012","012","12","Hochschulen","92","90-94","19","4"
"2012","012","12","Hochschulen","93","90-94","19","9"
"2012","012","12","Hochschulen","94","90-94","19","4"
"2012","012","12","Hochschulen","95","95-99","20","6"
"2012","012","12","Hochschulen","96","95-99","20","1"
"2012","012","12","Hochschulen","98","95-99","20","3"
"2012","013","13","Lindenhof","0","0-4","1","8"
"2012","013","13","Lindenhof","1","0-4","1","5"
"2012","013","13","Lindenhof","2","0-4","1","2"
"2012","013","13","Lindenhof","3","0-4","1","8"
"2012","013","13","Lindenhof","4","0-4","1","3"
"2012","013","13","Lindenhof","5","5-9","2","6"
"2012","013","13","Lindenhof","6","5-9","2","2"
"2012","013","13","Lindenhof","7","5-9","2","5"
"2012","013","13","Lindenhof","8","5-9","2","3"
"2012","013","13","Lindenhof","9","5-9","2","2"
"2012","013","13","Lindenhof","10","10-14","3","1"
"2012","013","13","Lindenhof","11","10-14","3","5"
"2012","013","13","Lindenhof","12","10-14","3","2"
"2012","013","13","Lindenhof","13","10-14","3","6"
"2012","013","13","Lindenhof","14","10-14","3","1"
"2012","013","13","Lindenhof","15","15-19","4","5"
"2012","013","13","Lindenhof","16","15-19","4","4"
"2012","013","13","Lindenhof","17","15-19","4","2"
"2012","013","13","Lindenhof","18","15-19","4","6"
"2012","013","13","Lindenhof","19","15-19","4","5"
"2012","013","13","Lindenhof","20","20-24","5","4"
"2012","013","13","Lindenhof","21","20-24","5","7"
"2012","013","13","Lindenhof","22","20-24","5","11"
"2012","013","13","Lindenhof","23","20-24","5","13"
"2012","013","13","Lindenhof","24","20-24","5","13"
"2012","013","13","Lindenhof","25","25-29","6","11"
"2012","013","13","Lindenhof","26","25-29","6","16"
"2012","013","13","Lindenhof","27","25-29","6","14"
"2012","013","13","Lindenhof","28","25-29","6","24"
"2012","013","13","Lindenhof","29","25-29","6","19"
"2012","013","13","Lindenhof","30","30-34","7","9"
"2012","013","13","Lindenhof","31","30-34","7","10"
"2012","013","13","Lindenhof","32","30-34","7","16"
"2012","013","13","Lindenhof","33","30-34","7","16"
"2012","013","13","Lindenhof","34","30-34","7","23"
"2012","013","13","Lindenhof","35","35-39","8","16"
"2012","013","13","Lindenhof","36","35-39","8","26"
"2012","013","13","Lindenhof","37","35-39","8","18"
"2012","013","13","Lindenhof","38","35-39","8","17"
"2012","013","13","Lindenhof","39","35-39","8","14"
"2012","013","13","Lindenhof","40","40-44","9","10"
"2012","013","13","Lindenhof","41","40-44","9","19"
"2012","013","13","Lindenhof","42","40-44","9","8"
"2012","013","13","Lindenhof","43","40-44","9","10"
"2012","013","13","Lindenhof","44","40-44","9","21"
"2012","013","13","Lindenhof","45","45-49","10","20"
"2012","013","13","Lindenhof","46","45-49","10","20"
"2012","013","13","Lindenhof","47","45-49","10","12"
"2012","013","13","Lindenhof","48","45-49","10","16"
"2012","013","13","Lindenhof","49","45-49","10","14"
"2012","013","13","Lindenhof","50","50-54","11","18"
"2012","013","13","Lindenhof","51","50-54","11","12"
"2012","013","13","Lindenhof","52","50-54","11","16"
"2012","013","13","Lindenhof","53","50-54","11","14"
"2012","013","13","Lindenhof","54","50-54","11","10"
"2012","013","13","Lindenhof","55","55-59","12","14"
"2012","013","13","Lindenhof","56","55-59","12","21"
"2012","013","13","Lindenhof","57","55-59","12","11"
"2012","013","13","Lindenhof","58","55-59","12","14"
"2012","013","13","Lindenhof","59","55-59","12","20"
"2012","013","13","Lindenhof","60","60-64","13","13"
"2012","013","13","Lindenhof","61","60-64","13","7"
"2012","013","13","Lindenhof","62","60-64","13","10"
"2012","013","13","Lindenhof","63","60-64","13","13"
"2012","013","13","Lindenhof","64","60-64","13","11"
"2012","013","13","Lindenhof","65","65-69","14","11"
"2012","013","13","Lindenhof","66","65-69","14","16"
"2012","013","13","Lindenhof","67","65-69","14","24"
"2012","013","13","Lindenhof","68","65-69","14","12"
"2012","013","13","Lindenhof","69","65-69","14","16"
"2012","013","13","Lindenhof","70","70-74","15","12"
"2012","013","13","Lindenhof","71","70-74","15","6"
"2012","013","13","Lindenhof","72","70-74","15","17"
"2012","013","13","Lindenhof","73","70-74","15","7"
"2012","013","13","Lindenhof","74","70-74","15","12"
"2012","013","13","Lindenhof","75","75-79","16","6"
"2012","013","13","Lindenhof","76","75-79","16","6"
"2012","013","13","Lindenhof","77","75-79","16","8"
"2012","013","13","Lindenhof","78","75-79","16","3"
"2012","013","13","Lindenhof","79","75-79","16","7"
"2012","013","13","Lindenhof","80","80-84","17","0"
"2012","013","13","Lindenhof","81","80-84","17","6"
"2012","013","13","Lindenhof","82","80-84","17","3"
"2012","013","13","Lindenhof","83","80-84","17","3"
"2012","013","13","Lindenhof","84","80-84","17","6"
"2012","013","13","Lindenhof","85","85-89","18","1"
"2012","013","13","Lindenhof","86","85-89","18","3"
"2012","013","13","Lindenhof","87","85-89","18","3"
"2012","013","13","Lindenhof","88","85-89","18","4"
"2012","013","13","Lindenhof","89","85-89","18","2"
"2012","013","13","Lindenhof","90","90-94","19","3"
"2012","013","13","Lindenhof","91","90-94","19","3"
"2012","013","13","Lindenhof","92","90-94","19","0"
"2012","013","13","Lindenhof","93","90-94","19","2"
"2012","013","13","Lindenhof","94","90-94","19","0"
"2012","013","13","Lindenhof","95","95-99","20","0"
"2012","013","13","Lindenhof","96","95-99","20","0"
"2012","013","13","Lindenhof","97","95-99","20","0"
"2012","013","13","Lindenhof","98","95-99","20","0"
"2012","013","13","Lindenhof","99","95-99","20","1"
"2012","013","13","Lindenhof","100","100 und mehr","21","0"
"2012","013","13","Lindenhof","103","100 und mehr","21","0"
"2012","014","14","City","0","0-4","1","3"
"2012","014","14","City","1","0-4","1","11"
"2012","014","14","City","2","0-4","1","4"
"2012","014","14","City","3","0-4","1","9"
"2012","014","14","City","4","0-4","1","3"
"2012","014","14","City","5","5-9","2","2"
"2012","014","14","City","6","5-9","2","3"
"2012","014","14","City","7","5-9","2","5"
"2012","014","14","City","8","5-9","2","5"
"2012","014","14","City","9","5-9","2","8"
"2012","014","14","City","10","10-14","3","7"
"2012","014","14","City","11","10-14","3","7"
"2012","014","14","City","12","10-14","3","4"
"2012","014","14","City","13","10-14","3","4"
"2012","014","14","City","14","10-14","3","3"
"2012","014","14","City","15","15-19","4","4"
"2012","014","14","City","16","15-19","4","9"
"2012","014","14","City","17","15-19","4","9"
"2012","014","14","City","18","15-19","4","11"
"2012","014","14","City","19","15-19","4","10"
"2012","014","14","City","20","20-24","5","9"
"2012","014","14","City","21","20-24","5","9"
"2012","014","14","City","22","20-24","5","9"
"2012","014","14","City","23","20-24","5","10"
"2012","014","14","City","24","20-24","5","17"
"2012","014","14","City","25","25-29","6","20"
"2012","014","14","City","26","25-29","6","13"
"2012","014","14","City","27","25-29","6","14"
"2012","014","14","City","28","25-29","6","10"
"2012","014","14","City","29","25-29","6","7"
"2012","014","14","City","30","30-34","7","22"
"2012","014","14","City","31","30-34","7","10"
"2012","014","14","City","32","30-34","7","17"
"2012","014","14","City","33","30-34","7","9"
"2012","014","14","City","34","30-34","7","20"
"2012","014","14","City","35","35-39","8","22"
"2012","014","14","City","36","35-39","8","8"
"2012","014","14","City","37","35-39","8","10"
"2012","014","14","City","38","35-39","8","16"
"2012","014","14","City","39","35-39","8","11"
"2012","014","14","City","40","40-44","9","10"
"2012","014","14","City","41","40-44","9","10"
"2012","014","14","City","42","40-44","9","15"
"2012","014","14","City","43","40-44","9","19"
"2012","014","14","City","44","40-44","9","18"
"2012","014","14","City","45","45-49","10","21"
"2012","014","14","City","46","45-49","10","18"
"2012","014","14","City","47","45-49","10","18"
"2012","014","14","City","48","45-49","10","23"
"2012","014","14","City","49","45-49","10","12"
"2012","014","14","City","50","50-54","11","21"
"2012","014","14","City","51","50-54","11","12"
"2012","014","14","City","52","50-54","11","23"
"2012","014","14","City","53","50-54","11","10"
"2012","014","14","City","54","50-54","11","7"
"2012","014","14","City","55","55-59","12","8"
"2012","014","14","City","56","55-59","12","12"
"2012","014","14","City","57","55-59","12","9"
"2012","014","14","City","58","55-59","12","10"
"2012","014","14","City","59","55-59","12","3"
"2012","014","14","City","60","60-64","13","8"
"2012","014","14","City","61","60-64","13","8"
"2012","014","14","City","62","60-64","13","7"
"2012","014","14","City","63","60-64","13","8"
"2012","014","14","City","64","60-64","13","10"
"2012","014","14","City","65","65-69","14","6"
"2012","014","14","City","66","65-69","14","3"
"2012","014","14","City","67","65-69","14","7"
"2012","014","14","City","68","65-69","14","6"
"2012","014","14","City","69","65-69","14","5"
"2012","014","14","City","70","70-74","15","7"
"2012","014","14","City","71","70-74","15","5"
"2012","014","14","City","72","70-74","15","4"
"2012","014","14","City","73","70-74","15","6"
"2012","014","14","City","74","70-74","15","7"
"2012","014","14","City","75","75-79","16","3"
"2012","014","14","City","76","75-79","16","5"
"2012","014","14","City","77","75-79","16","1"
"2012","014","14","City","78","75-79","16","5"
"2012","014","14","City","79","75-79","16","4"
"2012","014","14","City","80","80-84","17","1"
"2012","014","14","City","81","80-84","17","3"
"2012","014","14","City","82","80-84","17","1"
"2012","014","14","City","83","80-84","17","1"
"2012","014","14","City","84","80-84","17","4"
"2012","014","14","City","85","85-89","18","1"
"2012","014","14","City","86","85-89","18","1"
"2012","014","14","City","87","85-89","18","3"
"2012","014","14","City","88","85-89","18","1"
"2012","014","14","City","89","85-89","18","2"
"2012","014","14","City","90","90-94","19","1"
"2012","014","14","City","93","90-94","19","0"
"2012","014","14","City","94","90-94","19","0"
"2012","014","14","City","96","95-99","20","1"
"2012","014","14","City","97","95-99","20","0"
"2012","014","14","City","99","95-99","20","1"
"2012","021","21","Wollishofen","0","0-4","1","176"
"2012","021","21","Wollishofen","1","0-4","1","176"
"2012","021","21","Wollishofen","2","0-4","1","152"
"2012","021","21","Wollishofen","3","0-4","1","139"
"2012","021","21","Wollishofen","4","0-4","1","134"
"2012","021","21","Wollishofen","5","5-9","2","124"
"2012","021","21","Wollishofen","6","5-9","2","100"
"2012","021","21","Wollishofen","7","5-9","2","124"
"2012","021","21","Wollishofen","8","5-9","2","103"
"2012","021","21","Wollishofen","9","5-9","2","120"
"2012","021","21","Wollishofen","10","10-14","3","124"
"2012","021","21","Wollishofen","11","10-14","3","105"
"2012","021","21","Wollishofen","12","10-14","3","117"
"2012","021","21","Wollishofen","13","10-14","3","107"
"2012","021","21","Wollishofen","14","10-14","3","123"
"2012","021","21","Wollishofen","15","15-19","4","111"
"2012","021","21","Wollishofen","16","15-19","4","138"
"2012","021","21","Wollishofen","17","15-19","4","111"
"2012","021","21","Wollishofen","18","15-19","4","116"
"2012","021","21","Wollishofen","19","15-19","4","158"
"2012","021","21","Wollishofen","20","20-24","5","166"
"2012","021","21","Wollishofen","21","20-24","5","176"
"2012","021","21","Wollishofen","22","20-24","5","169"
"2012","021","21","Wollishofen","23","20-24","5","194"
"2012","021","21","Wollishofen","24","20-24","5","204"
"2012","021","21","Wollishofen","25","25-29","6","244"
"2012","021","21","Wollishofen","26","25-29","6","260"
"2012","021","21","Wollishofen","27","25-29","6","253"
"2012","021","21","Wollishofen","28","25-29","6","331"
"2012","021","21","Wollishofen","29","25-29","6","278"
"2012","021","21","Wollishofen","30","30-34","7","332"
"2012","021","21","Wollishofen","31","30-34","7","335"
"2012","021","21","Wollishofen","32","30-34","7","308"
"2012","021","21","Wollishofen","33","30-34","7","328"
"2012","021","21","Wollishofen","34","30-34","7","286"
"2012","021","21","Wollishofen","35","35-39","8","314"
"2012","021","21","Wollishofen","36","35-39","8","268"
"2012","021","21","Wollishofen","37","35-39","8","221"
"2012","021","21","Wollishofen","38","35-39","8","242"
"2012","021","21","Wollishofen","39","35-39","8","291"
"2012","021","21","Wollishofen","40","40-44","9","257"
"2012","021","21","Wollishofen","41","40-44","9","240"
"2012","021","21","Wollishofen","42","40-44","9","232"
"2012","021","21","Wollishofen","43","40-44","9","242"
"2012","021","21","Wollishofen","44","40-44","9","235"
"2012","021","21","Wollishofen","45","45-49","10","259"
"2012","021","21","Wollishofen","46","45-49","10","256"
"2012","021","21","Wollishofen","47","45-49","10","228"
"2012","021","21","Wollishofen","48","45-49","10","217"
"2012","021","21","Wollishofen","49","45-49","10","236"
"2012","021","21","Wollishofen","50","50-54","11","234"
"2012","021","21","Wollishofen","51","50-54","11","200"
"2012","021","21","Wollishofen","52","50-54","11","242"
"2012","021","21","Wollishofen","53","50-54","11","197"
"2012","021","21","Wollishofen","54","50-54","11","178"
"2012","021","21","Wollishofen","55","55-59","12","182"
"2012","021","21","Wollishofen","56","55-59","12","189"
"2012","021","21","Wollishofen","57","55-59","12","165"
"2012","021","21","Wollishofen","58","55-59","12","164"
"2012","021","21","Wollishofen","59","55-59","12","163"
"2012","021","21","Wollishofen","60","60-64","13","155"
"2012","021","21","Wollishofen","61","60-64","13","146"
"2012","021","21","Wollishofen","62","60-64","13","155"
"2012","021","21","Wollishofen","63","60-64","13","124"
"2012","021","21","Wollishofen","64","60-64","13","138"
"2012","021","21","Wollishofen","65","65-69","14","146"
"2012","021","21","Wollishofen","66","65-69","14","134"
"2012","021","21","Wollishofen","67","65-69","14","136"
"2012","021","21","Wollishofen","68","65-69","14","144"
"2012","021","21","Wollishofen","69","65-69","14","145"
"2012","021","21","Wollishofen","70","70-74","15","119"
"2012","021","21","Wollishofen","71","70-74","15","131"
"2012","021","21","Wollishofen","72","70-74","15","103"
"2012","021","21","Wollishofen","73","70-74","15","136"
"2012","021","21","Wollishofen","74","70-74","15","101"
"2012","021","21","Wollishofen","75","75-79","16","108"
"2012","021","21","Wollishofen","76","75-79","16","106"
"2012","021","21","Wollishofen","77","75-79","16","119"
"2012","021","21","Wollishofen","78","75-79","16","125"
"2012","021","21","Wollishofen","79","75-79","16","127"
"2012","021","21","Wollishofen","80","80-84","17","110"
"2012","021","21","Wollishofen","81","80-84","17","118"
"2012","021","21","Wollishofen","82","80-84","17","143"
"2012","021","21","Wollishofen","83","80-84","17","108"
"2012","021","21","Wollishofen","84","80-84","17","117"
"2012","021","21","Wollishofen","85","85-89","18","115"
"2012","021","21","Wollishofen","86","85-89","18","104"
"2012","021","21","Wollishofen","87","85-89","18","96"
"2012","021","21","Wollishofen","88","85-89","18","92"
"2012","021","21","Wollishofen","89","85-89","18","75"
"2012","021","21","Wollishofen","90","90-94","19","71"
"2012","021","21","Wollishofen","91","90-94","19","56"
"2012","021","21","Wollishofen","92","90-94","19","35"
"2012","021","21","Wollishofen","93","90-94","19","23"
"2012","021","21","Wollishofen","94","90-94","19","19"
"2012","021","21","Wollishofen","95","95-99","20","14"
"2012","021","21","Wollishofen","96","95-99","20","17"
"2012","021","21","Wollishofen","97","95-99","20","19"
"2012","021","21","Wollishofen","98","95-99","20","9"
"2012","021","21","Wollishofen","99","95-99","20","3"
"2012","021","21","Wollishofen","100","100 und mehr","21","5"
"2012","021","21","Wollishofen","101","100 und mehr","21","2"
"2012","021","21","Wollishofen","102","100 und mehr","21","5"
"2012","021","21","Wollishofen","105","100 und mehr","21","1"
"2012","023","23","Leimbach","0","0-4","1","74"
"2012","023","23","Leimbach","1","0-4","1","59"
"2012","023","23","Leimbach","2","0-4","1","90"
"2012","023","23","Leimbach","3","0-4","1","69"
"2012","023","23","Leimbach","4","0-4","1","76"
"2012","023","23","Leimbach","5","5-9","2","72"
"2012","023","23","Leimbach","6","5-9","2","63"
"2012","023","23","Leimbach","7","5-9","2","79"
"2012","023","23","Leimbach","8","5-9","2","44"
"2012","023","23","Leimbach","9","5-9","2","59"
"2012","023","23","Leimbach","10","10-14","3","46"
"2012","023","23","Leimbach","11","10-14","3","54"
"2012","023","23","Leimbach","12","10-14","3","62"
"2012","023","23","Leimbach","13","10-14","3","49"
"2012","023","23","Leimbach","14","10-14","3","59"
"2012","023","23","Leimbach","15","15-19","4","60"
"2012","023","23","Leimbach","16","15-19","4","62"
"2012","023","23","Leimbach","17","15-19","4","56"
"2012","023","23","Leimbach","18","15-19","4","61"
"2012","023","23","Leimbach","19","15-19","4","45"
"2012","023","23","Leimbach","20","20-24","5","39"
"2012","023","23","Leimbach","21","20-24","5","52"
"2012","023","23","Leimbach","22","20-24","5","59"
"2012","023","23","Leimbach","23","20-24","5","50"
"2012","023","23","Leimbach","24","20-24","5","59"
"2012","023","23","Leimbach","25","25-29","6","46"
"2012","023","23","Leimbach","26","25-29","6","41"
"2012","023","23","Leimbach","27","25-29","6","61"
"2012","023","23","Leimbach","28","25-29","6","68"
"2012","023","23","Leimbach","29","25-29","6","73"
"2012","023","23","Leimbach","30","30-34","7","79"
"2012","023","23","Leimbach","31","30-34","7","81"
"2012","023","23","Leimbach","32","30-34","7","94"
"2012","023","23","Leimbach","33","30-34","7","96"
"2012","023","23","Leimbach","34","30-34","7","72"
"2012","023","23","Leimbach","35","35-39","8","81"
"2012","023","23","Leimbach","36","35-39","8","82"
"2012","023","23","Leimbach","37","35-39","8","96"
"2012","023","23","Leimbach","38","35-39","8","95"
"2012","023","23","Leimbach","39","35-39","8","76"
"2012","023","23","Leimbach","40","40-44","9","74"
"2012","023","23","Leimbach","41","40-44","9","85"
"2012","023","23","Leimbach","42","40-44","9","90"
"2012","023","23","Leimbach","43","40-44","9","73"
"2012","023","23","Leimbach","44","40-44","9","92"
"2012","023","23","Leimbach","45","45-49","10","83"
"2012","023","23","Leimbach","46","45-49","10","72"
"2012","023","23","Leimbach","47","45-49","10","78"
"2012","023","23","Leimbach","48","45-49","10","74"
"2012","023","23","Leimbach","49","45-49","10","75"
"2012","023","23","Leimbach","50","50-54","11","63"
"2012","023","23","Leimbach","51","50-54","11","54"
"2012","023","23","Leimbach","52","50-54","11","70"
"2012","023","23","Leimbach","53","50-54","11","46"
"2012","023","23","Leimbach","54","50-54","11","54"
"2012","023","23","Leimbach","55","55-59","12","59"
"2012","023","23","Leimbach","56","55-59","12","64"
"2012","023","23","Leimbach","57","55-59","12","45"
"2012","023","23","Leimbach","58","55-59","12","59"
"2012","023","23","Leimbach","59","55-59","12","60"
"2012","023","23","Leimbach","60","60-64","13","47"
"2012","023","23","Leimbach","61","60-64","13","62"
"2012","023","23","Leimbach","62","60-64","13","47"
"2012","023","23","Leimbach","63","60-64","13","40"
