"Jahr","Stadtquartier (historisch) (Code)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Altersjahr","5-Jahres-Altersgruppe","5-Jahres-Altersgruppe (Sort)","wirtschaftliche Bevölkerung"
"2012","033","33","Friesenberg","69","65-69","14","86"
"2012","033","33","Friesenberg","70","70-74","15","60"
"2012","033","33","Friesenberg","71","70-74","15","54"
"2012","033","33","Friesenberg","72","70-74","15","77"
"2012","033","33","Friesenberg","73","70-74","15","63"
"2012","033","33","Friesenberg","74","70-74","15","75"
"2012","033","33","Friesenberg","75","75-79","16","64"
"2012","033","33","Friesenberg","76","75-79","16","67"
"2012","033","33","Friesenberg","77","75-79","16","55"
"2012","033","33","Friesenberg","78","75-79","16","70"
"2012","033","33","Friesenberg","79","75-79","16","72"
"2012","033","33","Friesenberg","80","80-84","17","65"
"2012","033","33","Friesenberg","81","80-84","17","60"
"2012","033","33","Friesenberg","82","80-84","17","67"
"2012","033","33","Friesenberg","83","80-84","17","64"
"2012","033","33","Friesenberg","84","80-84","17","50"
"2012","033","33","Friesenberg","85","85-89","18","53"
"2012","033","33","Friesenberg","86","85-89","18","47"
"2012","033","33","Friesenberg","87","85-89","18","46"
"2012","033","33","Friesenberg","88","85-89","18","40"
"2012","033","33","Friesenberg","89","85-89","18","29"
"2012","033","33","Friesenberg","90","90-94","19","25"
"2012","033","33","Friesenberg","91","90-94","19","36"
"2012","033","33","Friesenberg","92","90-94","19","30"
"2012","033","33","Friesenberg","93","90-94","19","8"
"2012","033","33","Friesenberg","94","90-94","19","9"
"2012","033","33","Friesenberg","95","95-99","20","6"
"2012","033","33","Friesenberg","96","95-99","20","6"
"2012","033","33","Friesenberg","97","95-99","20","3"
"2012","033","33","Friesenberg","98","95-99","20","1"
"2012","033","33","Friesenberg","99","95-99","20","3"
"2012","033","33","Friesenberg","101","100 und mehr","21","1"
"2012","034","34","Sihlfeld","0","0-4","1","272"
"2012","034","34","Sihlfeld","1","0-4","1","248"
"2012","034","34","Sihlfeld","2","0-4","1","225"
"2012","034","34","Sihlfeld","3","0-4","1","206"
"2012","034","34","Sihlfeld","4","0-4","1","172"
"2012","034","34","Sihlfeld","5","5-9","2","160"
"2012","034","34","Sihlfeld","6","5-9","2","147"
"2012","034","34","Sihlfeld","7","5-9","2","134"
"2012","034","34","Sihlfeld","8","5-9","2","124"
"2012","034","34","Sihlfeld","9","5-9","2","133"
"2012","034","34","Sihlfeld","10","10-14","3","126"
"2012","034","34","Sihlfeld","11","10-14","3","109"
"2012","034","34","Sihlfeld","12","10-14","3","120"
"2012","034","34","Sihlfeld","13","10-14","3","127"
"2012","034","34","Sihlfeld","14","10-14","3","118"
"2012","034","34","Sihlfeld","15","15-19","4","106"
"2012","034","34","Sihlfeld","16","15-19","4","104"
"2012","034","34","Sihlfeld","17","15-19","4","114"
"2012","034","34","Sihlfeld","18","15-19","4","100"
"2012","034","34","Sihlfeld","19","15-19","4","113"
"2012","034","34","Sihlfeld","20","20-24","5","149"
"2012","034","34","Sihlfeld","21","20-24","5","192"
"2012","034","34","Sihlfeld","22","20-24","5","223"
"2012","034","34","Sihlfeld","23","20-24","5","297"
"2012","034","34","Sihlfeld","24","20-24","5","376"
"2012","034","34","Sihlfeld","25","25-29","6","408"
"2012","034","34","Sihlfeld","26","25-29","6","477"
"2012","034","34","Sihlfeld","27","25-29","6","524"
"2012","034","34","Sihlfeld","28","25-29","6","589"
"2012","034","34","Sihlfeld","29","25-29","6","630"
"2012","034","34","Sihlfeld","30","30-34","7","643"
"2012","034","34","Sihlfeld","31","30-34","7","698"
"2012","034","34","Sihlfeld","32","30-34","7","672"
"2012","034","34","Sihlfeld","33","30-34","7","573"
"2012","034","34","Sihlfeld","34","30-34","7","569"
"2012","034","34","Sihlfeld","35","35-39","8","500"
"2012","034","34","Sihlfeld","36","35-39","8","484"
"2012","034","34","Sihlfeld","37","35-39","8","438"
"2012","034","34","Sihlfeld","38","35-39","8","438"
"2012","034","34","Sihlfeld","39","35-39","8","397"
"2012","034","34","Sihlfeld","40","40-44","9","382"
"2012","034","34","Sihlfeld","41","40-44","9","328"
"2012","034","34","Sihlfeld","42","40-44","9","299"
"2012","034","34","Sihlfeld","43","40-44","9","306"
"2012","034","34","Sihlfeld","44","40-44","9","296"
"2012","034","34","Sihlfeld","45","45-49","10","305"
"2012","034","34","Sihlfeld","46","45-49","10","300"
"2012","034","34","Sihlfeld","47","45-49","10","286"
"2012","034","34","Sihlfeld","48","45-49","10","294"
"2012","034","34","Sihlfeld","49","45-49","10","262"
"2012","034","34","Sihlfeld","50","50-54","11","274"
"2012","034","34","Sihlfeld","51","50-54","11","224"
"2012","034","34","Sihlfeld","52","50-54","11","236"
"2012","034","34","Sihlfeld","53","50-54","11","233"
"2012","034","34","Sihlfeld","54","50-54","11","211"
"2012","034","34","Sihlfeld","55","55-59","12","208"
"2012","034","34","Sihlfeld","56","55-59","12","223"
"2012","034","34","Sihlfeld","57","55-59","12","189"
"2012","034","34","Sihlfeld","58","55-59","12","168"
"2012","034","34","Sihlfeld","59","55-59","12","182"
"2012","034","34","Sihlfeld","60","60-64","13","179"
"2012","034","34","Sihlfeld","61","60-64","13","156"
"2012","034","34","Sihlfeld","62","60-64","13","158"
"2012","034","34","Sihlfeld","63","60-64","13","130"
"2012","034","34","Sihlfeld","64","60-64","13","140"
"2012","034","34","Sihlfeld","65","65-69","14","140"
"2012","034","34","Sihlfeld","66","65-69","14","125"
"2012","034","34","Sihlfeld","67","65-69","14","144"
"2012","034","34","Sihlfeld","68","65-69","14","131"
"2012","034","34","Sihlfeld","69","65-69","14","105"
"2012","034","34","Sihlfeld","70","70-74","15","111"
"2012","034","34","Sihlfeld","71","70-74","15","108"
"2012","034","34","Sihlfeld","72","70-74","15","93"
"2012","034","34","Sihlfeld","73","70-74","15","114"
"2012","034","34","Sihlfeld","74","70-74","15","92"
"2012","034","34","Sihlfeld","75","75-79","16","82"
"2012","034","34","Sihlfeld","76","75-79","16","101"
"2012","034","34","Sihlfeld","77","75-79","16","83"
"2012","034","34","Sihlfeld","78","75-79","16","109"
"2012","034","34","Sihlfeld","79","75-79","16","83"
"2012","034","34","Sihlfeld","80","80-84","17","95"
"2012","034","34","Sihlfeld","81","80-84","17","93"
"2012","034","34","Sihlfeld","82","80-84","17","97"
"2012","034","34","Sihlfeld","83","80-84","17","93"
"2012","034","34","Sihlfeld","84","80-84","17","77"
"2012","034","34","Sihlfeld","85","85-89","18","83"
"2012","034","34","Sihlfeld","86","85-89","18","79"
"2012","034","34","Sihlfeld","87","85-89","18","81"
"2012","034","34","Sihlfeld","88","85-89","18","54"
"2012","034","34","Sihlfeld","89","85-89","18","52"
"2012","034","34","Sihlfeld","90","90-94","19","41"
"2012","034","34","Sihlfeld","91","90-94","19","38"
"2012","034","34","Sihlfeld","92","90-94","19","40"
"2012","034","34","Sihlfeld","93","90-94","19","12"
"2012","034","34","Sihlfeld","94","90-94","19","17"
"2012","034","34","Sihlfeld","95","95-99","20","15"
"2012","034","34","Sihlfeld","96","95-99","20","5"
"2012","034","34","Sihlfeld","97","95-99","20","13"
"2012","034","34","Sihlfeld","98","95-99","20","5"
"2012","034","34","Sihlfeld","99","95-99","20","9"
"2012","034","34","Sihlfeld","100","100 und mehr","21","3"
"2012","034","34","Sihlfeld","101","100 und mehr","21","3"
"2012","034","34","Sihlfeld","102","100 und mehr","21","1"
"2012","041","41","Werd","0","0-4","1","54"
"2012","041","41","Werd","1","0-4","1","58"
"2012","041","41","Werd","2","0-4","1","47"
"2012","041","41","Werd","3","0-4","1","42"
"2012","041","41","Werd","4","0-4","1","35"
"2012","041","41","Werd","5","5-9","2","27"
"2012","041","41","Werd","6","5-9","2","30"
"2012","041","41","Werd","7","5-9","2","25"
"2012","041","41","Werd","8","5-9","2","27"
"2012","041","41","Werd","9","5-9","2","19"
"2012","041","41","Werd","10","10-14","3","20"
"2012","041","41","Werd","11","10-14","3","23"
"2012","041","41","Werd","12","10-14","3","17"
"2012","041","41","Werd","13","10-14","3","12"
"2012","041","41","Werd","14","10-14","3","18"
"2012","041","41","Werd","15","15-19","4","18"
"2012","041","41","Werd","16","15-19","4","21"
"2012","041","41","Werd","17","15-19","4","18"
"2012","041","41","Werd","18","15-19","4","13"
"2012","041","41","Werd","19","15-19","4","10"
"2012","041","41","Werd","20","20-24","5","23"
"2012","041","41","Werd","21","20-24","5","25"
"2012","041","41","Werd","22","20-24","5","44"
"2012","041","41","Werd","23","20-24","5","53"
"2012","041","41","Werd","24","20-24","5","83"
"2012","041","41","Werd","25","25-29","6","94"
"2012","041","41","Werd","26","25-29","6","82"
"2012","041","41","Werd","27","25-29","6","123"
"2012","041","41","Werd","28","25-29","6","148"
"2012","041","41","Werd","29","25-29","6","136"
"2012","041","41","Werd","30","30-34","7","157"
"2012","041","41","Werd","31","30-34","7","135"
"2012","041","41","Werd","32","30-34","7","142"
"2012","041","41","Werd","33","30-34","7","157"
"2012","041","41","Werd","34","30-34","7","132"
"2012","041","41","Werd","35","35-39","8","130"
"2012","041","41","Werd","36","35-39","8","110"
"2012","041","41","Werd","37","35-39","8","101"
"2012","041","41","Werd","38","35-39","8","83"
"2012","041","41","Werd","39","35-39","8","97"
"2012","041","41","Werd","40","40-44","9","79"
"2012","041","41","Werd","41","40-44","9","87"
"2012","041","41","Werd","42","40-44","9","66"
"2012","041","41","Werd","43","40-44","9","65"
"2012","041","41","Werd","44","40-44","9","70"
"2012","041","41","Werd","45","45-49","10","79"
"2012","041","41","Werd","46","45-49","10","61"
"2012","041","41","Werd","47","45-49","10","57"
"2012","041","41","Werd","48","45-49","10","44"
"2012","041","41","Werd","49","45-49","10","52"
"2012","041","41","Werd","50","50-54","11","45"
"2012","041","41","Werd","51","50-54","11","43"
"2012","041","41","Werd","52","50-54","11","47"
"2012","041","41","Werd","53","50-54","11","39"
"2012","041","41","Werd","54","50-54","11","31"
"2012","041","41","Werd","55","55-59","12","43"
"2012","041","41","Werd","56","55-59","12","39"
"2012","041","41","Werd","57","55-59","12","31"
"2012","041","41","Werd","58","55-59","12","36"
"2012","041","41","Werd","59","55-59","12","35"
"2012","041","41","Werd","60","60-64","13","28"
"2012","041","41","Werd","61","60-64","13","26"
"2012","041","41","Werd","62","60-64","13","37"
"2012","041","41","Werd","63","60-64","13","25"
"2012","041","41","Werd","64","60-64","13","21"
"2012","041","41","Werd","65","65-69","14","19"
"2012","041","41","Werd","66","65-69","14","16"
"2012","041","41","Werd","67","65-69","14","25"
"2012","041","41","Werd","68","65-69","14","33"
"2012","041","41","Werd","69","65-69","14","19"
"2012","041","41","Werd","70","70-74","15","18"
"2012","041","41","Werd","71","70-74","15","7"
"2012","041","41","Werd","72","70-74","15","14"
"2012","041","41","Werd","73","70-74","15","15"
"2012","041","41","Werd","74","70-74","15","13"
"2012","041","41","Werd","75","75-79","16","11"
"2012","041","41","Werd","76","75-79","16","19"
"2012","041","41","Werd","77","75-79","16","12"
"2012","041","41","Werd","78","75-79","16","8"
"2012","041","41","Werd","79","75-79","16","21"
"2012","041","41","Werd","80","80-84","17","10"
"2012","041","41","Werd","81","80-84","17","9"
"2012","041","41","Werd","82","80-84","17","13"
"2012","041","41","Werd","83","80-84","17","12"
"2012","041","41","Werd","84","80-84","17","14"
"2012","041","41","Werd","85","85-89","18","15"
"2012","041","41","Werd","86","85-89","18","15"
"2012","041","41","Werd","87","85-89","18","13"
"2012","041","41","Werd","88","85-89","18","13"
"2012","041","41","Werd","89","85-89","18","12"
"2012","041","41","Werd","90","90-94","19","11"
"2012","041","41","Werd","91","90-94","19","9"
"2012","041","41","Werd","92","90-94","19","7"
"2012","041","41","Werd","93","90-94","19","5"
"2012","041","41","Werd","94","90-94","19","3"
"2012","041","41","Werd","95","95-99","20","3"
"2012","041","41","Werd","96","95-99","20","1"
"2012","041","41","Werd","97","95-99","20","1"
"2012","041","41","Werd","99","95-99","20","1"
"2012","041","41","Werd","101","100 und mehr","21","1"
"2012","041","41","Werd","102","100 und mehr","21","1"
"2012","041","41","Werd","103","100 und mehr","21","1"
"2012","042","42","Langstrasse","0","0-4","1","100"
"2012","042","42","Langstrasse","1","0-4","1","86"
"2012","042","42","Langstrasse","2","0-4","1","78"
"2012","042","42","Langstrasse","3","0-4","1","52"
"2012","042","42","Langstrasse","4","0-4","1","39"
"2012","042","42","Langstrasse","5","5-9","2","36"
"2012","042","42","Langstrasse","6","5-9","2","31"
"2012","042","42","Langstrasse","7","5-9","2","30"
"2012","042","42","Langstrasse","8","5-9","2","32"
"2012","042","42","Langstrasse","9","5-9","2","38"
"2012","042","42","Langstrasse","10","10-14","3","19"
"2012","042","42","Langstrasse","11","10-14","3","17"
"2012","042","42","Langstrasse","12","10-14","3","29"
"2012","042","42","Langstrasse","13","10-14","3","24"
"2012","042","42","Langstrasse","14","10-14","3","42"
"2012","042","42","Langstrasse","15","15-19","4","30"
"2012","042","42","Langstrasse","16","15-19","4","26"
"2012","042","42","Langstrasse","17","15-19","4","24"
"2012","042","42","Langstrasse","18","15-19","4","31"
"2012","042","42","Langstrasse","19","15-19","4","54"
"2012","042","42","Langstrasse","20","20-24","5","72"
"2012","042","42","Langstrasse","21","20-24","5","89"
"2012","042","42","Langstrasse","22","20-24","5","111"
"2012","042","42","Langstrasse","23","20-24","5","171"
"2012","042","42","Langstrasse","24","20-24","5","194"
"2012","042","42","Langstrasse","25","25-29","6","264"
"2012","042","42","Langstrasse","26","25-29","6","304"
"2012","042","42","Langstrasse","27","25-29","6","313"
"2012","042","42","Langstrasse","28","25-29","6","364"
"2012","042","42","Langstrasse","29","25-29","6","352"
"2012","042","42","Langstrasse","30","30-34","7","382"
"2012","042","42","Langstrasse","31","30-34","7","390"
"2012","042","42","Langstrasse","32","30-34","7","363"
"2012","042","42","Langstrasse","33","30-34","7","377"
"2012","042","42","Langstrasse","34","30-34","7","324"
"2012","042","42","Langstrasse","35","35-39","8","316"
"2012","042","42","Langstrasse","36","35-39","8","278"
"2012","042","42","Langstrasse","37","35-39","8","275"
"2012","042","42","Langstrasse","38","35-39","8","280"
"2012","042","42","Langstrasse","39","35-39","8","209"
"2012","042","42","Langstrasse","40","40-44","9","220"
"2012","042","42","Langstrasse","41","40-44","9","223"
"2012","042","42","Langstrasse","42","40-44","9","194"
"2012","042","42","Langstrasse","43","40-44","9","174"
"2012","042","42","Langstrasse","44","40-44","9","197"
"2012","042","42","Langstrasse","45","45-49","10","215"
"2012","042","42","Langstrasse","46","45-49","10","173"
"2012","042","42","Langstrasse","47","45-49","10","177"
"2012","042","42","Langstrasse","48","45-49","10","165"
"2012","042","42","Langstrasse","49","45-49","10","160"
"2012","042","42","Langstrasse","50","50-54","11","161"
"2012","042","42","Langstrasse","51","50-54","11","153"
"2012","042","42","Langstrasse","52","50-54","11","125"
"2012","042","42","Langstrasse","53","50-54","11","145"
"2012","042","42","Langstrasse","54","50-54","11","118"
"2012","042","42","Langstrasse","55","55-59","12","105"
"2012","042","42","Langstrasse","56","55-59","12","114"
"2012","042","42","Langstrasse","57","55-59","12","90"
"2012","042","42","Langstrasse","58","55-59","12","113"
"2012","042","42","Langstrasse","59","55-59","12","76"
"2012","042","42","Langstrasse","60","60-64","13","84"
"2012","042","42","Langstrasse","61","60-64","13","76"
"2012","042","42","Langstrasse","62","60-64","13","85"
"2012","042","42","Langstrasse","63","60-64","13","78"
"2012","042","42","Langstrasse","64","60-64","13","69"
"2012","042","42","Langstrasse","65","65-69","14","63"
"2012","042","42","Langstrasse","66","65-69","14","59"
"2012","042","42","Langstrasse","67","65-69","14","61"
"2012","042","42","Langstrasse","68","65-69","14","53"
"2012","042","42","Langstrasse","69","65-69","14","51"
"2012","042","42","Langstrasse","70","70-74","15","49"
"2012","042","42","Langstrasse","71","70-74","15","43"
"2012","042","42","Langstrasse","72","70-74","15","39"
"2012","042","42","Langstrasse","73","70-74","15","32"
"2012","042","42","Langstrasse","74","70-74","15","28"
"2012","042","42","Langstrasse","75","75-79","16","32"
"2012","042","42","Langstrasse","76","75-79","16","36"
"2012","042","42","Langstrasse","77","75-79","16","20"
"2012","042","42","Langstrasse","78","75-79","16","30"
"2012","042","42","Langstrasse","79","75-79","16","21"
"2012","042","42","Langstrasse","80","80-84","17","28"
"2012","042","42","Langstrasse","81","80-84","17","18"
"2012","042","42","Langstrasse","82","80-84","17","21"
"2012","042","42","Langstrasse","83","80-84","17","24"
"2012","042","42","Langstrasse","84","80-84","17","20"
"2012","042","42","Langstrasse","85","85-89","18","16"
"2012","042","42","Langstrasse","86","85-89","18","14"
"2012","042","42","Langstrasse","87","85-89","18","15"
"2012","042","42","Langstrasse","88","85-89","18","9"
"2012","042","42","Langstrasse","89","85-89","18","11"
"2012","042","42","Langstrasse","90","90-94","19","5"
"2012","042","42","Langstrasse","91","90-94","19","5"
"2012","042","42","Langstrasse","92","90-94","19","5"
"2012","042","42","Langstrasse","93","90-94","19","3"
"2012","042","42","Langstrasse","94","90-94","19","1"
"2012","042","42","Langstrasse","95","95-99","20","4"
"2012","042","42","Langstrasse","96","95-99","20","3"
"2012","042","42","Langstrasse","97","95-99","20","1"
"2012","042","42","Langstrasse","98","95-99","20","2"
"2012","042","42","Langstrasse","99","95-99","20","1"
"2012","042","42","Langstrasse","102","100 und mehr","21","1"
"2012","044","44","Hard","0","0-4","1","132"
"2012","044","44","Hard","1","0-4","1","104"
"2012","044","44","Hard","2","0-4","1","110"
"2012","044","44","Hard","3","0-4","1","110"
"2012","044","44","Hard","4","0-4","1","104"
"2012","044","44","Hard","5","5-9","2","77"
"2012","044","44","Hard","6","5-9","2","94"
"2012","044","44","Hard","7","5-9","2","80"
"2012","044","44","Hard","8","5-9","2","89"
"2012","044","44","Hard","9","5-9","2","89"
"2012","044","44","Hard","10","10-14","3","78"
"2012","044","44","Hard","11","10-14","3","72"
"2012","044","44","Hard","12","10-14","3","79"
"2012","044","44","Hard","13","10-14","3","85"
"2012","044","44","Hard","14","10-14","3","80"
"2012","044","44","Hard","15","15-19","4","80"
"2012","044","44","Hard","16","15-19","4","91"
"2012","044","44","Hard","17","15-19","4","81"
"2012","044","44","Hard","18","15-19","4","84"
"2012","044","44","Hard","19","15-19","4","111"
"2012","044","44","Hard","20","20-24","5","137"
"2012","044","44","Hard","21","20-24","5","161"
"2012","044","44","Hard","22","20-24","5","186"
"2012","044","44","Hard","23","20-24","5","218"
"2012","044","44","Hard","24","20-24","5","276"
"2012","044","44","Hard","25","25-29","6","289"
"2012","044","44","Hard","26","25-29","6","322"
"2012","044","44","Hard","27","25-29","6","355"
"2012","044","44","Hard","28","25-29","6","358"
"2012","044","44","Hard","29","25-29","6","342"
"2012","044","44","Hard","30","30-34","7","380"
"2012","044","44","Hard","31","30-34","7","368"
"2012","044","44","Hard","32","30-34","7","378"
"2012","044","44","Hard","33","30-34","7","334"
"2012","044","44","Hard","34","30-34","7","332"
"2012","044","44","Hard","35","35-39","8","297"
"2012","044","44","Hard","36","35-39","8","270"
"2012","044","44","Hard","37","35-39","8","250"
"2012","044","44","Hard","38","35-39","8","222"
"2012","044","44","Hard","39","35-39","8","219"
"2012","044","44","Hard","40","40-44","9","214"
"2012","044","44","Hard","41","40-44","9","223"
"2012","044","44","Hard","42","40-44","9","180"
"2012","044","44","Hard","43","40-44","9","187"
"2012","044","44","Hard","44","40-44","9","220"
"2012","044","44","Hard","45","45-49","10","162"
"2012","044","44","Hard","46","45-49","10","189"
"2012","044","44","Hard","47","45-49","10","159"
"2012","044","44","Hard","48","45-49","10","184"
"2012","044","44","Hard","49","45-49","10","164"
"2012","044","44","Hard","50","50-54","11","173"
"2012","044","44","Hard","51","50-54","11","156"
"2012","044","44","Hard","52","50-54","11","164"
"2012","044","44","Hard","53","50-54","11","153"
"2012","044","44","Hard","54","50-54","11","132"
"2012","044","44","Hard","55","55-59","12","149"
"2012","044","44","Hard","56","55-59","12","126"
"2012","044","44","Hard","57","55-59","12","156"
"2012","044","44","Hard","58","55-59","12","125"
"2012","044","44","Hard","59","55-59","12","106"
"2012","044","44","Hard","60","60-64","13","115"
"2012","044","44","Hard","61","60-64","13","121"
"2012","044","44","Hard","62","60-64","13","117"
"2012","044","44","Hard","63","60-64","13","123"
"2012","044","44","Hard","64","60-64","13","104"
"2012","044","44","Hard","65","65-69","14","91"
"2012","044","44","Hard","66","65-69","14","78"
"2012","044","44","Hard","67","65-69","14","72"
"2012","044","44","Hard","68","65-69","14","80"
"2012","044","44","Hard","69","65-69","14","68"
"2012","044","44","Hard","70","70-74","15","68"
"2012","044","44","Hard","71","70-74","15","65"
"2012","044","44","Hard","72","70-74","15","65"
"2012","044","44","Hard","73","70-74","15","72"
"2012","044","44","Hard","74","70-74","15","60"
"2012","044","44","Hard","75","75-79","16","65"
"2012","044","44","Hard","76","75-79","16","62"
"2012","044","44","Hard","77","75-79","16","56"
"2012","044","44","Hard","78","75-79","16","48"
"2012","044","44","Hard","79","75-79","16","68"
"2012","044","44","Hard","80","80-84","17","53"
"2012","044","44","Hard","81","80-84","17","56"
"2012","044","44","Hard","82","80-84","17","44"
"2012","044","44","Hard","83","80-84","17","55"
"2012","044","44","Hard","84","80-84","17","52"
"2012","044","44","Hard","85","85-89","18","49"
"2012","044","44","Hard","86","85-89","18","47"
"2012","044","44","Hard","87","85-89","18","35"
"2012","044","44","Hard","88","85-89","18","32"
"2012","044","44","Hard","89","85-89","18","21"
"2012","044","44","Hard","90","90-94","19","27"
"2012","044","44","Hard","91","90-94","19","18"
"2012","044","44","Hard","92","90-94","19","22"
"2012","044","44","Hard","93","90-94","19","13"
"2012","044","44","Hard","94","90-94","19","9"
"2012","044","44","Hard","95","95-99","20","5"
"2012","044","44","Hard","96","95-99","20","4"
"2012","044","44","Hard","97","95-99","20","3"
"2012","044","44","Hard","98","95-99","20","1"
"2012","044","44","Hard","99","95-99","20","2"
"2012","044","44","Hard","100","100 und mehr","21","1"
"2012","044","44","Hard","101","100 und mehr","21","1"
"2012","051","51","Gewerbeschule","0","0-4","1","100"
"2012","051","51","Gewerbeschule","1","0-4","1","111"
"2012","051","51","Gewerbeschule","2","0-4","1","81"
"2012","051","51","Gewerbeschule","3","0-4","1","83"
"2012","051","51","Gewerbeschule","4","0-4","1","69"
"2012","051","51","Gewerbeschule","5","5-9","2","60"
"2012","051","51","Gewerbeschule","6","5-9","2","68"
"2012","051","51","Gewerbeschule","7","5-9","2","53"
"2012","051","51","Gewerbeschule","8","5-9","2","52"
"2012","051","51","Gewerbeschule","9","5-9","2","72"
"2012","051","51","Gewerbeschule","10","10-14","3","43"
"2012","051","51","Gewerbeschule","11","10-14","3","40"
"2012","051","51","Gewerbeschule","12","10-14","3","51"
"2012","051","51","Gewerbeschule","13","10-14","3","37"
"2012","051","51","Gewerbeschule","14","10-14","3","44"
"2012","051","51","Gewerbeschule","15","15-19","4","42"
"2012","051","51","Gewerbeschule","16","15-19","4","50"
"2012","051","51","Gewerbeschule","17","15-19","4","39"
"2012","051","51","Gewerbeschule","18","15-19","4","36"
"2012","051","51","Gewerbeschule","19","15-19","4","59"
"2012","051","51","Gewerbeschule","20","20-24","5","74"
"2012","051","51","Gewerbeschule","21","20-24","5","101"
"2012","051","51","Gewerbeschule","22","20-24","5","137"
"2012","051","51","Gewerbeschule","23","20-24","5","200"
"2012","051","51","Gewerbeschule","24","20-24","5","200"
"2012","051","51","Gewerbeschule","25","25-29","6","228"
"2012","051","51","Gewerbeschule","26","25-29","6","258"
"2012","051","51","Gewerbeschule","27","25-29","6","256"
"2012","051","51","Gewerbeschule","28","25-29","6","300"
"2012","051","51","Gewerbeschule","29","25-29","6","266"
"2012","051","51","Gewerbeschule","30","30-34","7","315"
"2012","051","51","Gewerbeschule","31","30-34","7","277"
"2012","051","51","Gewerbeschule","32","30-34","7","309"
"2012","051","51","Gewerbeschule","33","30-34","7","247"
"2012","051","51","Gewerbeschule","34","30-34","7","264"
"2012","051","51","Gewerbeschule","35","35-39","8","262"
"2012","051","51","Gewerbeschule","36","35-39","8","252"
"2012","051","51","Gewerbeschule","37","35-39","8","216"
"2012","051","51","Gewerbeschule","38","35-39","8","228"
"2012","051","51","Gewerbeschule","39","35-39","8","194"
"2012","051","51","Gewerbeschule","40","40-44","9","230"
"2012","051","51","Gewerbeschule","41","40-44","9","177"
"2012","051","51","Gewerbeschule","42","40-44","9","194"
"2012","051","51","Gewerbeschule","43","40-44","9","172"
"2012","051","51","Gewerbeschule","44","40-44","9","166"
"2012","051","51","Gewerbeschule","45","45-49","10","185"
"2012","051","51","Gewerbeschule","46","45-49","10","173"
"2012","051","51","Gewerbeschule","47","45-49","10","166"
"2012","051","51","Gewerbeschule","48","45-49","10","182"
"2012","051","51","Gewerbeschule","49","45-49","10","144"
"2012","051","51","Gewerbeschule","50","50-54","11","132"
"2012","051","51","Gewerbeschule","51","50-54","11","105"
"2012","051","51","Gewerbeschule","52","50-54","11","118"
"2012","051","51","Gewerbeschule","53","50-54","11","108"
"2012","051","51","Gewerbeschule","54","50-54","11","101"
"2012","051","51","Gewerbeschule","55","55-59","12","98"
"2012","051","51","Gewerbeschule","56","55-59","12","117"
"2012","051","51","Gewerbeschule","57","55-59","12","95"
"2012","051","51","Gewerbeschule","58","55-59","12","92"
"2012","051","51","Gewerbeschule","59","55-59","12","75"
"2012","051","51","Gewerbeschule","60","60-64","13","82"
"2012","051","51","Gewerbeschule","61","60-64","13","74"
"2012","051","51","Gewerbeschule","62","60-64","13","74"
"2012","051","51","Gewerbeschule","63","60-64","13","82"
"2012","051","51","Gewerbeschule","64","60-64","13","55"
"2012","051","51","Gewerbeschule","65","65-69","14","57"
"2012","051","51","Gewerbeschule","66","65-69","14","62"
"2012","051","51","Gewerbeschule","67","65-69","14","52"
"2012","051","51","Gewerbeschule","68","65-69","14","34"
"2012","051","51","Gewerbeschule","69","65-69","14","34"
"2012","051","51","Gewerbeschule","70","70-74","15","43"
"2012","051","51","Gewerbeschule","71","70-74","15","41"
"2012","051","51","Gewerbeschule","72","70-74","15","31"
"2012","051","51","Gewerbeschule","73","70-74","15","37"
"2012","051","51","Gewerbeschule","74","70-74","15","30"
"2012","051","51","Gewerbeschule","75","75-79","16","33"
"2012","051","51","Gewerbeschule","76","75-79","16","36"
"2012","051","51","Gewerbeschule","77","75-79","16","25"
"2012","051","51","Gewerbeschule","78","75-79","16","18"
"2012","051","51","Gewerbeschule","79","75-79","16","39"
"2012","051","51","Gewerbeschule","80","80-84","17","26"
"2012","051","51","Gewerbeschule","81","80-84","17","22"
"2012","051","51","Gewerbeschule","82","80-84","17","36"
"2012","051","51","Gewerbeschule","83","80-84","17","27"
"2012","051","51","Gewerbeschule","84","80-84","17","22"
"2012","051","51","Gewerbeschule","85","85-89","18","26"
"2012","051","51","Gewerbeschule","86","85-89","18","18"
"2012","051","51","Gewerbeschule","87","85-89","18","14"
"2012","051","51","Gewerbeschule","88","85-89","18","20"
"2012","051","51","Gewerbeschule","89","85-89","18","26"
"2012","051","51","Gewerbeschule","90","90-94","19","9"
"2012","051","51","Gewerbeschule","91","90-94","19","12"
"2012","051","51","Gewerbeschule","92","90-94","19","4"
"2012","051","51","Gewerbeschule","93","90-94","19","5"
"2012","051","51","Gewerbeschule","94","90-94","19","5"
"2012","051","51","Gewerbeschule","95","95-99","20","2"
"2012","051","51","Gewerbeschule","96","95-99","20","2"
"2012","051","51","Gewerbeschule","97","95-99","20","3"
"2012","051","51","Gewerbeschule","99","95-99","20","1"
"2012","051","51","Gewerbeschule","100","100 und mehr","21","1"
"2012","052","52","Escher Wyss","0","0-4","1","44"
"2012","052","52","Escher Wyss","1","0-4","1","35"
"2012","052","52","Escher Wyss","2","0-4","1","33"
"2012","052","52","Escher Wyss","3","0-4","1","38"
